source|source_Material|source_MaterialPrefixed|target_Material|target_MaterialName|target_MaterialType
TimeXtender|0735.010-00075|G0735.010-00075|3000022714|LS-KKT-SHA-6000-20.0-L500-MF|ZHAW
TimeXtender|0735.050-00004|G0735.050-00004|3000021660|LS-KKT-SHEA-6001-10.0-L180-MF|ZHAW
TimeXtender|0735.200-00071|G0735.200-00071|3000021667|LS-KKT-SHA-6000-1.3-L85-HDG|ZHAW
TimeXtender|0735.200-00140|G0735.200-00140|3000022721|LS-KKT-SHA-6000-32.0-L320-HDG|ZHAW
TimeXtender|0736.110-00003|G0736.110-00003|3000021678|LS-KKT-RF-6150-5.0-M12-MF|ZHAW
TimeXtender|0737.010-00004|G0737.010-00004|3000021684|LS-KKT-RVF-6015-7.5/10.0-PS|ZHAW
TimeXtender|0240.030-00002|G0240.030-00002|3000022172|SCF-FPA 5-G  5,0kN 100/170-A4  (M)|ZHAW
TimeXtender|0240.030-00009|G0240.030-00009|3000022179|SCF-FPA 5-G 11,5kN 200/280-A4  (L)|ZHAW
TimeXtender|0240.030-00016|G0240.030-00016|3000022186|SCF-FPA 5-G 34,0kN  70/150-A4  (S)|ZHAW
TimeXtender|0240.030-00026|G0240.030-00026|3000022193|SCF-FPA 5-G  8,0kN 270/350-A4 (XL)|ZHAW
TimeXtender|0240.040-00002|G0240.040-00002|3000022200|SCF-FPA 5A-G  5,0kN 100/170-A4  (M)|ZHAW
TimeXtender|0240.040-00009|G0240.040-00009|3000022207|SCF-FPA 5A-G 11,5kN 200/270-A4  (L)|ZHAW
TimeXtender|0240.040-00016|G0240.040-00016|3000022214|SCF-FPA G-5A 34,0kN- 70/150 A4 (S)|ZHAW
TimeXtender|0240.050-00052|G0240.050-00052|3000022221|SCF-FPA 5S-G 22,0kN 140/210-A4  (M)|ZHAW
TimeXtender|0240.060-00010|G0240.060-00010|3000022228|SCF-FPA 5Z-G 16,0kN  60/140-A4  (S)|ZHAW
TimeXtender|0240.060-00019|G0240.060-00019|3000022235|SCF-FPA 5Z-G 46,0kN 100/160-A4  (S)|ZHAW
TimeXtender|0027.020-00004|G0027.020-00004|1000200665|CC-CG HKW- 80/6 HDG-1500/3|ZFER
TimeXtender|0027.030-00001|G0027.030-00001|1000200671|CC-CG HKW- 100/8 HDG-500/2|ZFER
TimeXtender|0040.010-00001|G0040.010-00001|1000200678|PC-WC-HVL-M-6 kN-HDG|ZFER
TimeXtender|0053.020-00007|G0053.020-00007|1000200685|HBS-05 - S-14/ 990|ZFER
TimeXtender|0053.020-00016|G0053.020-00016|1000200692|HBS-05 - S-25/ 1730|ZFER
TimeXtender|0057.019-00001|G0057.019-00001|1000200699|PS HDB SR BS-Atern|ZFER
TimeXtender|0058.040-00003|G0058.040-00003|1000200706|PC-HLB-M-50/300|ZFER
TimeXtender|0059.019-00001|G0059.019-00001|1000200713|CC-CW B-HCW BR -SC|ZFER
TimeXtender|0071.010-00002|G0071.010-00002|1000200720|LS-TPA-RC-R1-5.0|ZFER
TimeXtender|0071.020-00007|G0071.020-00007|1000200727|LS-TPA-RC-R3-26.0-PU|ZFER
TimeXtender|0226.000-00002|G0226.000-00002|7000200214|NAS G- 6 -KS|ZROH
TimeXtender|0234.010-00016|G0234.010-00016|7000200220|NAS-GWA-M12x 71 ohne Dorn -A4|ZROH
TimeXtender|0311.070-00039|G0311.070-00039|7000200227|IS-AIS PC-HRS-DI -  75/ 80-EP (FR)|ZROH
TimeXtender|0312.030-00033|G0312.030-00033|7000200234|IS-AIS C-HVT 41 - 66 -HDG plate flat|ZROH
TimeXtender|0312.030-00084|G0312.030-00084|7000200241|IS-AIS C-HVT 41 - 84 -A4 T-coupler|ZROH
TimeXtender|0318.000-00003|G0318.000-00003|7000200248|IS-AIS CEC-HPE  -41/41|ZROH
TimeXtender|0320.000-00001|G0320.000-00001|7000200255|IS-AIS RSI-DGM 25/8 EPDM-1m length|ZROH
TimeXtender|0321.000-00004|G0321.000-00004|7000200262|IS-AIS CCS-PA 18H PVC-3000|ZROH
TimeXtender|0360.040-00006|G0360.040-00006|7000200270|GA-SA HN-MU M10 HDG-DIN934 FK8|ZROH
TimeXtender|0360.080-00001|G0360.080-00001|7000200280|GA-SA HN-MU M20 EP-DIN934 FK8|ZROH
TimeXtender|0735.200-00100|G0735.200-00100|1000201236|LS-KKT-SHA-6000-5.0-L120-HDG|ZFER
TimeXtender|0735.200-00113|G0735.200-00113|1000201243|LS-KKT-SHA-6000-7.5-L540-HDG|ZFER
TimeXtender|0735.200-00125|G0735.200-00125|1000201817|LS-KKT-SHA-6000-15.0-L165-HDG|ZFER
TimeXtender|0735.200-00136|G0735.200-00136|1000201257|LS-KKT-SHA-6000-20.0-L1000-HDG|ZFER
TimeXtender|0736.020-00002|G0736.020-00002|1000201265|LS-KKT-RF-6132-2.0/2.5|ZFER
TimeXtender|0736.030-00001|G0736.030-00001|1000201272|LS-KKT-RF-6133-1.3|ZFER
TimeXtender|0736.070-00004|G0736.070-00004|1000201279|LS-KKT-RF-6138-5.0|ZFER
TimeXtender|0737.020-00005|G0737.020-00005|1000201286|LS-KKT-RF-TRC-6141-15.0/20.0-M12-EP|ZFER
TimeXtender|0738.010-00004|G0738.010-00004|1000201293|LS-KKT-ULC-6102-10.0-EPS|ZFER
TimeXtender|0740.009-00001|G0740.009-00001|1000201299|LS-HD-Prod-no SL-SC|ZFER
Frank VERPS|Not Available|40000067|40000067|Carton 020 (120*80*145cm)|ZVER
Frank VERPS|Not Available|40000074|40000074|4-way pallet AMR winged (275 x 100 cm)|ZVER
Frank VERPS|Not Available|40000081|40000081|2-way pallet (80 x 60 cm)|ZVER
Frank VERPS|Not Available|40000088|40000088|Wooden crate ISPM-15 (94 x 112 x 53 cm)|ZVER
Manual|Not Available|ZTU_LEVIAT_PACK01|ZTU_LEVIAT_PACK01|Packing Material for Leviat Truck (TU)|VERP
TimeXtender|0274.020-00009|G0274.020-00009|3000020921|CSF-SPA N- 04 230-A4 RT CPI|ZHAW
TimeXtender|0274.030-00005|G0274.030-00005|3000020927|CSF-SPA N- 05 320-A4 RT CPI|ZHAW
TimeXtender|0280.900-00001|G0280.900-00001|3000022604|Beschichtung Montageschienen|ZHAW
TimeXtender|0303.010-00031|G0303.010-00031|3000022611|IS-AIS PC-HCS-RAD A4 235-SET|ZHAW
TimeXtender|0303.010-00046|G0303.010-00046|3000022618|IS-AIS PC-HCS-RAD HDG 56-SET|ZHAW
TimeXtender|0303.010-00059|G0303.010-00059|3000022625|IS-AIS PC-HCS-RAD HDG 131-SET|ZHAW
TimeXtender|0303.010-00068|G0303.010-00068|3000022632|IS-AIS PC-HCS-RAD HDG 200-SET|ZHAW
TimeXtender|0311.030-00029|G0311.030-00029|3000022639|IS-AIS PC-HRS-B - 185-A4|ZHAW
TimeXtender|0311.030-00062|G0311.030-00062|3000022646|IS-AIS PC-HRS-B - 96-HDG|ZHAW
TimeXtender|0311.030-00085|G0311.030-00085|3000022653|IS-AIS PC-HRS-B - 326-HDG|ZHAW
TimeXtender|0350.070-00048|G0350.070-00048|3000021159|CA-TB HS 40/22 HDG-4.6 M16 x 050|ZHAW
TimeXtender|0350.070-00056|G0350.070-00056|3000021166|CA-TB HS 40/22 EPS-4.6 M16 x 080|ZHAW
TimeXtender|0350.070-00070|G0350.070-00070|3000021172|CA-TB HS 40/22 EPS-8.8 M12 x 080|ZHAW
TimeXtender|0350.070-00085|G0350.070-00085|3000021179|CA-TB HS 40/22 HDG-4.6 M12 x 060|ZHAW
TimeXtender|0350.090-00001|G0350.090-00001|3000021185|CA-TB HS 50/30 A4-70 M12 x 030|ZHAW
TimeXtender|0350.090-00012|G0350.090-00012|3000021192|CA-TB HS 50/30 A4-50 M20 x 045|ZHAW
TimeXtender|0350.090-00021|G0350.090-00021|3000021199|CA-TB HS 50/30 EPS-4.6 M10 x 040|ZHAW
TimeXtender|0350.090-00030|G0350.090-00030|3000021206|CA-TB HS 50/30 EPS-4.6 M12 x 050|ZHAW
TimeXtender|0434.009-00003|G0434.009-00003|7000002353|PIAC- HB-SK -0  - special (E.)|ZROH
TimeXtender|NRR35G|ENRR35G|7000002360|NIRO22 35MM 1.4482 GLATT|ZROH
TimeXtender|0303.010-00042|G0303.010-00042|3000022615|IS-AIS PC-HCS-RAD HDG 33-SET|ZHAW
TimeXtender|0303.010-00055|G0303.010-00055|3000022622|IS-AIS PC-HCS-RAD HDG 105-SET|ZHAW
TimeXtender|0303.010-00064|G0303.010-00064|3000022629|IS-AIS PC-HCS-RAD HDG 160-SET|ZHAW
TimeXtender|0303.010-00075|G0303.010-00075|3000022636|IS-AIS PC-HCS-RAD HDG 285-SET|ZHAW
TimeXtender|0311.030-00052|G0311.030-00052|3000022643|IS-AIS PC-HRS-B - 42,5-HDG|ZHAW
TimeXtender|0311.030-00073|G0311.030-00073|3000022650|IS-AIS PC-HRS-B - 160-HDG|ZHAW
TimeXtender|0311.060-00031|G0311.060-00031|3000022657|IS-AIS PC-HRS-G - 77-HDG|ZHAW
TimeXtender|0311.070-00040|G0311.070-00040|3000020935|IS-AIS PC-HRS-DI -  80/ 83-EP (FR)|ZHAW
TimeXtender|0312.020-00008|G0312.020-00008|3000020942|IS-AIS C-HVT 36 - 08-EP angle|ZHAW
TimeXtender|0312.030-00042|G0312.030-00042|3000020949|IS-AIS C-HVT 41 - 85 -HDG beam clamp|ZHAW
TimeXtender|0741.120-00005|G0741.120-00005|7000200438|LS-HA-SPL-6359-RD20|ZROH
TimeXtender|0741.170-00006|G0741.170-00006|7000200445|LS-HDHA-DCSP-6363-10.0-RD36|ZROH
TimeXtender|0741.230-00002|G0741.230-00002|7000200452|LS-HDHA-NP-6522 cone recess-H20-M14|ZROH
TimeXtender|0742.040-00001|G0742.040-00001|7000200459|LS-TLL-6311-0.5-RD12|ZROH
TimeXtender|0742.060-00004|G0742.060-00004|7000200466|LS-HA-PFH-6313-1.6-RD18|ZROH
TimeXtender|0742.170-00005|G0742.170-00005|7000200473|LS-HD-PFH-6377-7.5-RD30|ZROH
TimeXtender|0742.230-00001|G0742.230-00001|7000200480|LS-HD-RHLC-6367-1.3-RD12-EPS|ZROH
TimeXtender|0742.230-00008|G0742.230-00008|7000200487|LS-HD-RHLC-6367-15.0-RD52-EPS|ZROH
Michel Delta|960000001|C0960000001|7000200494|SUCTION NOZZLE FOR FUME EXTRACTION TORCH|ZROH
Michel Delta|960000008|C0960000008|7000200501|ARGON 4.6 T50 MF1|ZROH
TimeXtender|2001.060-00810|G2001.060-00810|1000004081|CC-C CR-HTA-CE 40/25 HDG-3030|ZFER
TimeXtender|2001.062-00806|G2001.062-00806|1000004088|CC-C CR-HTA-CE 40/25 A4-0400|ZFER
TimeXtender|2001.070-00803|G2001.070-00803|1000004095|CC-C CR-HTA-CE 49/30 HDG-0250|ZFER
TimeXtender|2001.070-00810|G2001.070-00810|1000004102|CC-C CR-HTA-CE 49/30 HDG-3030|ZFER
TimeXtender|2001.072-00806|G2001.072-00806|1000004109|CC-C CR-HTA-CE 49/30 A4-0400|ZFER
TimeXtender|2001.090-00801|G2001.090-00801|1000004116|CC-C HR-HTA-CE 52/34 HDG-0150|ZFER
TimeXtender|2001.090-00809|G2001.090-00809|1000004124|CC-C HR-HTA-CE 52/34 HDG-0800|ZFER
TimeXtender|2001.092-00008|G2001.092-00008|1000004138|CC-C HR-HTA-CE 52/34 A4-6070|ZFER
TimeXtender|2001.092-00807|G2001.092-00807|1000004145|CC-C HR-HTA-CE 52/34 A4-0550|ZFER
TimeXtender|2001.100-00804|G2001.100-00804|1000004153|CC-C CR-HTA-CE 54/33 HDG-0300|ZFER
TimeXtender|MBTEV10|EMBTEV10|1000200457|MBT EV EV 10  APlte 70x70x10|ZFER
TimeXtender|MBTEV26|EMBTEV26|1000200464|MBT EV EV 26  APlte 110x110x12|ZFER
TimeXtender|STAISILDA400|ESTAISILDA400|1000200470|STAISIL DORN A LÄNGE 400 MM|ZFER
TimeXtender|STAISILLDNRR|ESTAISILLDNRR|1000200477|STAISIL Lagerdorn|ZFER
TimeXtender|TTH26|ETTH26|1000200490|TTH 26 Endverankerung, vormont|ZFER
TimeXtender|TTP18|ETTP18|1000200497|TTP-Kupplung 18|ZFER
TimeXtender|TTS18|ETTS18|1000200507|TTS-Kupplung 18|ZFER
TimeXtender|TTT18/20|ETTT18/20|1000200518|TTT Reduktions-Kupplung 18/20|ZFER
TimeXtender|TTW14|ETTW14|1000200525|TTW 14 Anschweissmuffe|ZFER
TimeXtender|TTW34|ETTW34|1000200532|TTW 34 Anschweissmuffe|ZFER
TimeXtender|0740.010-00025|G0740.010-00025|1000201317|LS-HA-TLA-6351-4.0-L144-RD30-EPS|ZFER
TimeXtender|0740.010-00038|G0740.010-00038|1000201324|LS-HA-TLA-6351-0.8-L105-RD14-A4|ZFER
TimeXtender|0740.010-00047|G0740.010-00047|1000201331|LS-HA-TLA-6351-6.3-L334-RD36-A4|ZFER
TimeXtender|0740.030-00007|G0740.030-00007|1000201338|LS-HA-TRA-6319-2.0-L350-RD20-EP|ZFER
TimeXtender|0740.050-00003|G0740.050-00003|1000201345|LS-HA-TPLA-6346-1.2-L35-RD16-EPS|ZFER
TimeXtender|0740.050-00012|G0740.050-00012|1000201352|LS-HA-TPLA-6346-2.0-L47-RD20-A4|ZFER
TimeXtender|0740.130-00003|G0740.130-00003|1000201359|LS-HD-TLA-6360-4,0-L258-RD20-EPS|ZFER
TimeXtender|0740.130-00010|G0740.130-00010|1000201366|LS-HD-TLA-6360-2.5-L200-RD16-A4|ZFER
TimeXtender|0740.130-00017|G0740.130-00017|1000201373|LS-HD-TLA-6360-1.3-L70-RD12-EPS|ZFER
TimeXtender|0740.130-00024|G0740.130-00024|1000201380|LS-HD-TLA-6360-5.0-L140-RD24-A4|ZFER
TimeXtender|0057.130-00063|G0057.130-00063|1000001602|PS HDB SR R-16/255-2|ZFER
TimeXtender|0057.130-00070|G0057.130-00070|1000001609|PS HDB SR R-20/235-3|ZFER
TimeXtender|0057.130-00077|G0057.130-00077|1000001616|PS HDB SR R-20/285-3|ZFER
TimeXtender|0057.130-00206|G0057.130-00206|1000001623|PS HDB SR R-16/295-2|ZFER
TimeXtender|0060.400-00002|G0060.400-00002|1000001632|HSC-A  12 / 245|ZFER
TimeXtender|0060.420-00004|G0060.420-00004|1000001644|HSC-A  20 / 358|ZFER
TimeXtender|0070.110-00075|G0070.110-00075|1000001744|LS-TPA-THA-FZ-26.0-L300-HDG|ZFER
TimeXtender|0171.000-00024|G0171.000-00024|1000001770|SF-G-UMA-18-2-150-A4|ZFER
TimeXtender|0171.000-00038|G0171.000-00038|1000001784|SF-G-UMA-22-2-360-A4|ZFER
TimeXtender|0173.000-00002|G0173.000-00002|1000001821|SF-G-UMA 10-4-150 -A4|ZFER
TimeXtender|ESD08400H|DESD08400H|1000201786|ANCON ESD 08/400 HÜLSE 1.4301|ZFER
TimeXtender|HEGPK|DHEGPK|1000200213|AUSPRESSGERÄT|ZFER
TimeXtender|KSN16L|DKSN16L|1000200220|KSN-ANKER|ZFER
TimeXtender|MBTEV25|DMBTEV25|1000201787|MBT EV EV 25  APlte 110x110x12|ZFER
TimeXtender|PLSD1601020125|DPLSD1601020125|1000200233|PLAKA RÜCKBIEGEANSCHLUSS PLSD1601020125|ZFER
TimeXtender|PLSD1901215125|DPLSD1901215125|1000200240|PLAKA RÜCKBIEGEANSCHLUSS PLSD1901215125|ZFER
TimeXtender|PLSS0600820125|DPLSS0600820125|1000200247|PLAKA RÜCKBIEGEANSCHLUSS PLSS0600820125|ZFER
TimeXtender|PLSS0901220125|DPLSS0901220125|1000200254|PLAKA RÜCKBIEGEANSCHLUSS PLSS0901220125|ZFER
TimeXtender|RS7019|DRS7019|1000200257|KLIX P 35MM|ZFER
TimeXtender|TTA30/M36|DTTA30/M36|1000200265|TTA 30 /M 36 BAUSTAHLANSCHLUSS|ZFER
TimeXtender|0057.130-00061|G0057.130-00061|1000001600|PS HDB SR R-16/245-2|ZFER
TimeXtender|0057.130-00068|G0057.130-00068|1000001607|PS HDB SR R-16/285-3|ZFER
TimeXtender|0057.130-00075|G0057.130-00075|1000001614|PS HDB SR R-20/275-2|ZFER
TimeXtender|0057.130-00082|G0057.130-00082|1000001621|PS HDB SR R-20/335-2|ZFER
TimeXtender|0060.320-00002|G0060.320-00002|1000001630|HSC-S  20 / 460|ZFER
TimeXtender|0060.410-00005|G0060.410-00005|1000001640|HSC-A  16 / 402|ZFER
TimeXtender|0070.110-00002|G0070.110-00002|1000001699|LS-TPA-EAB-FA-2.5-L230-HDG|ZFER
TimeXtender|0171.000-00008|G0171.000-00008|1000001766|SF-G-UMA-12-2-180-A4|ZFER
TimeXtender|0171.000-00033|G0171.000-00033|1000001779|SF-G-UMA-22-2-210-A4|ZFER
TimeXtender|0171.000-00072|G0171.000-00072|1000001818|SF-G-UMA-16-2-240-RL6,1-A4|ZFER
TimeXtender|ESD08300H|DESD08300H|1000200205|SC ESD F 08/300 S2|ZFER
TimeXtender|HEBO3L|DHEBO3L|1000200211|HEBO3L|ZFER
TimeXtender|HEMIVER|DHEMIVER|1000200218|HEMIVER HELICAL MIKROPFAHL VERLÄNGERUN|ZFER
TimeXtender|MBTET32|DMBTET32|1000200225|MBT-Kupplung ET 32|ZFER
TimeXtender|PLSD1201020125|DPLSD1201020125|1000200231|PLAKA RÜCKBIEGEANSCHLUSS PLSD1201020125|ZFER
TimeXtender|PLSD1901020125|DPLSD1901020125|1000200238|PLAKA RÜCKBIEGEANSCHLUSS PLSD1901020125|ZFER
TimeXtender|PLSS0451020125|DPLSS0451020125|1000200245|PLAKA RÜCKBIEGEANSCHLUSS PLSS0451020125|ZFER
TimeXtender|PLSS0901210125|DPLSS0901210125|1000200252|PLAKA RÜCKBIEGEANSCHLUSS PLSS0901210125|ZFER
TimeXtender|RS7017|DRS7017|1000200255|KLIX P 25MM|ZFER
TimeXtender|TTA25/M30|DTTA25/M30|1000200263|TTA 25 /M 24 BAUSTAHLANSCHLUSS|ZFER
TimeXtender|0562.410-00002|G0562.410-00002|4000002759|SCF-WDI Fixing Plate- ø50 x 6 -A4 HA WA|ZHAL
TimeXtender|0813.010-00004|G0813.010-00004|4000002806|RS-DT-E 9712-030-5, Bolzen|ZHAL
TimeXtender|0552.030-00006|G0552.030-00006|4000002850|PS HDB S R-10/185|ZHAL
TimeXtender|0552.030-00013|G0552.030-00013|4000002857|PS HDB S R-10/245|ZHAL
TimeXtender|0552.030-00129|G0552.030-00129|4000002865|PS HDB S R-12/165|ZHAL
TimeXtender|0552.030-00136|G0552.030-00136|4000002872|PS HDB S R-12/235|ZHAL
TimeXtender|0552.030-00143|G0552.030-00143|4000002879|PS HDB S R-12/305|ZHAL
TimeXtender|0552.030-00254|G0552.030-00254|4000002886|PS HDB S R-14/175|ZHAL
TimeXtender|0552.030-00262|G0552.030-00262|4000002893|PS HDB S R-14/255|ZHAL
TimeXtender|0552.030-00269|G0552.030-00269|4000002900|PS HDB S R-14/325|ZHAL
TimeXtender|ISO-MP|EISO-MP|3000020354|ISO-MP|ZHAW
TimeXtender|ISO-QA|EISO-QA|3000020361|ISO-QA|ZHAW
TimeXtender|ISO-QVB|EISO-QVB|3000020368|ISO-QVB|ZHAW
TimeXtender|ISO-UC|EISO-UC|3000020375|ISO-UC|ZHAW
TimeXtender|ISO-UXH|EISO-UXH|3000020382|ISO-UXH|ZHAW
TimeXtender|KGP16KUGEL17|EKGP16KUGEL17|3000020389|Kugel zu KGP 16/18 mit Loch ø17|ZHAW
TimeXtender|KGP42KUGEL44|EKGP42KUGEL44|3000020396|Kugel zu KGP 39/42 mit Loch ø44|ZHAW
TimeXtender|KP12|EKP12|3000020403|KUPPLUNG KP 12 1.4401/1.4404 25X40MM|ZHAW
TimeXtender|KP27|EKP27|3000020408|KUPPLUNG KP 27 14401/1.4404 52X100MM|ZHAW
TimeXtender|KPS3033|EKPS3033|3000020415|Kupplung KP S30/33 W.1.4401/1.4404|ZHAW
TimeXtender|0170.000-00023|G0170.000-00023|3000022091|SF-G-UMA-18-1-120-A4|ZHAW
TimeXtender|0170.000-00030|G0170.000-00030|3000022098|SF-G-UMA-18-1-330-A4|ZHAW
TimeXtender|0170.000-00037|G0170.000-00037|3000022105|SF-G-UMA-22-1-330-A4|ZHAW
TimeXtender|0170.000-00053|G0170.000-00053|3000022112|SF-G-UMA-28-1-410-A4|ZHAW
TimeXtender|0170.000-00072|G0170.000-00072|3000022119|SF-G-UMA-16-1-240-RL6,1-A4|ZHAW
TimeXtender|0172.000-00064|G0172.000-00064|3000022126|SF-G-UMA-33-3-440-A4|ZHAW
TimeXtender|0174.000-00072|G0174.000-00072|3000022133|SF-G-UMA-16-7-240-RL6,1-A4|ZHAW
TimeXtender|0180.000-00007|G0180.000-00007|3000022140|SF-G-UHA-5-1-300-A4|ZHAW
TimeXtender|0180.000-00014|G0180.000-00014|3000022147|SF-G-UHA-7-1-360-A4|ZHAW
TimeXtender|0211.000-00003|G0211.000-00003|3000022154|SF-SUK F- 5,0- 876 k=360 -A4|ZHAW
TimeXtender|0350.050-00057|G0350.050-00057|3000021098|CA-TB HS 38/17 EPS-4.6 M12 x 100|ZHAW
TimeXtender|0350.050-00065|G0350.050-00065|3000021105|CA-TB HS 38/17 HDG-8.8 M16 x 060|ZHAW
TimeXtender|0350.050-00073|G0350.050-00073|3000021112|CA-TB HS 38/17 EPS-4.6 M16 x 125|ZHAW
TimeXtender|0350.050-00087|G0350.050-00087|3000021119|CA-TB HS 38/17 HCR-50 M16 x 050|ZHAW
TimeXtender|0350.070-00005|G0350.070-00005|3000021126|CA-TB HS 40/22 A4-50 M12 x 040|ZHAW
TimeXtender|0350.070-00013|G0350.070-00013|3000021133|CA-TB HS 40/22 A4-50 M16 x 080|ZHAW
TimeXtender|0350.070-00029|G0350.070-00029|3000021142|CA-TB HS 40/22 HDG-4.6 M12 x 030|ZHAW
TimeXtender|0350.070-00036|G0350.070-00036|3000021149|CA-TB HS 40/22 EPS-4.6 M12 x 080|ZHAW
TimeXtender|0350.070-00045|G0350.070-00045|3000021157|CA-TB HS 40/22 EPS-8.8 M12 x 045|ZHAW
TimeXtender|0350.070-00053|G0350.070-00053|3000021164|CA-TB HS 40/22 EPS-4.6 M16 x 050|ZHAW
TimeXtender|0057.130-00062|G0057.130-00062|1000001601|PS HDB SR R-16/245-3|ZFER
TimeXtender|0057.130-00069|G0057.130-00069|1000001608|PS HDB SR R-20/235-2|ZFER
TimeXtender|0057.130-00076|G0057.130-00076|1000001615|PS HDB SR R-20/285-2|ZFER
TimeXtender|0057.130-00202|G0057.130-00202|1000001622|PS HDB SR R-16/225-2|ZFER
TimeXtender|0060.400-00001|G0060.400-00001|1000001631|HSC-A  12 / 195|ZFER
TimeXtender|0060.420-00003|G0060.420-00003|1000001643|HSC-A  20 / 308|ZFER
TimeXtender|0070.110-00025|G0070.110-00025|1000001715|LS-TPA-FFA-FF-5.0-L120-HDG|ZFER
TimeXtender|0171.000-00009|G0171.000-00009|1000001767|SF-G-UMA-12-2-210-A4|ZFER
TimeXtender|0171.000-00036|G0171.000-00036|1000001782|SF-G-UMA-22-2-300-A4|ZFER
TimeXtender|0171.000-00073|G0171.000-00073|1000001819|SF-G-UMA-16-2-270-RL6,1-A4|ZFER
TimeXtender|ESD08350H|DESD08350H|1000200206|SC ESD F 08/350 S2|ZFER
TimeXtender|HECEMTIEPN|DHECEMTIEPN|1000200212|CEMTIE 8 SPRITZDÜSE|ZFER
TimeXtender|HEMIVER16|DHEMIVER16|1000200219|HEMIVER16 HELICAL MIKROPFAHL VERLÄNGERUN|ZFER
TimeXtender|MBTET36|DMBTET36|1000200226|MBT-KUPPLUNG ET 36|ZFER
TimeXtender|PLSD1601015125|DPLSD1601015125|1000200232|PLAKA RÜCKBIEGEANSCHLUSS PLSD1601015125|ZFER
TimeXtender|PLSD1901020125D4-S|DPLSD1901020125D4-S|1000201789|PLAKA RÜCKBIEGEANSCH PLSD1901020125D4-SK|ZFER
TimeXtender|PLSS0600815125|DPLSS0600815125|1000200246|PLAKA RÜCKBIEGEANSCHLUSS PLSS0600815125|ZFER
TimeXtender|PLSS0901215125|DPLSS0901215125|1000200253|PLAKA RÜCKBIEGEANSCHLUSS PLSS0901215125|ZFER
TimeXtender|RS7018|DRS7018|1000200256|KLIX P 30MM|ZFER
TimeXtender|TTA26/M30|DTTA26/M30|1000200264|TTA 26 /M 30 BAUSTAHLANSCHLUSS|ZFER
TimeXtender|0072.090-00004|G0072.090-00004|1000200736|LS-TPA-RF-A9-26.0-woSR|ZFER
TimeXtender|0111.010-00014|G0111.010-00014|1000200743|BS-AS-KW-3,2-100-750-A4|ZFER
TimeXtender|0120.010-00007|G0120.010-00007|1000200749|FSW 6,8-80 -A4|ZFER
TimeXtender|0132.010-00003|G0132.010-00003|1000200756|WTR-CT-WST-ML-180-A4|ZFER
TimeXtender|0132.030-00001|G0132.030-00001|1000200763|WTR-CT-WST-MLQ-D-85-A4|ZFER
TimeXtender|0132.050-00004|G0132.050-00004|1000200769|WTR-CT-WST-BL-85-HDG|ZFER
TimeXtender|0142.009-00002|G0142.009-00002|1000200776|WTR-LSA-SK-Produktion|ZFER
TimeXtender|0181.000-00001|G0181.000-00001|1000200783|SF-G-UHA-5-2-120-A4|ZFER
TimeXtender|0181.000-00008|G0181.000-00008|1000200790|SF-G-UHA-7-2-180-A4|ZFER
TimeXtender|0192.010-00011|G0192.010-00011|1000200797|SF-SOF-807-k68-A4|ZFER
Michel Delta|451102005|C0451102005|1000201592|AC CRET SILENT 984-50 S3|ZFER
Michel Delta|0451105030_40|C0451105030_40|1000201634|AC CRET SILENT 992P E40 S2|ZFER
Michel Delta|0451106030_60|C0451106030_60|1000201641|AC CRET SILENT 993P E60 S2|ZFER
Michel Delta|0451105040_30|C0451105040_30|1000201648|AC CRET SILENT F 992 HLP E30 S2|ZFER
Michel Delta|0451106040_50|C0451106040_50|1000201655|AC CRET SILENT F 993 HLP E50 S2|ZFER
Michel Delta|0203003003_SC|C0203003003_SC|1000201662|SC CRET 504 M Welded (SC)|ZFER
Michel Delta|BOLZEN24X70_SC|EBOLZEN24X70_SC|1000201669|BOLZEN 1.4429 M24X70MM Milled (SC)|ZFER
Michel Delta|BOLZEN33X95_SC|EBOLZEN33X95_SC|1000201676|BOLZEN 1.4429 M33X95MM Milled (SC)|ZFER
Michel Delta|0200510020_270|C0200510020_270|1000201683|SC CRET10 FV 20/270 S2 V20|ZFER
Michel Delta|0201022031_E120|C0201022031_E120|1000201690|SC CRET 122 F SEISMIC E120|ZFER
TimeXtender|0812.030-00005|G0812.030-00005|4000002761|ATS 9516-021-3, LI, FV m.Dichtring|ZHAL
TimeXtender|0552.020-00022|G0552.020-00022|4000002842|PS-HDB RS-30/4 3240|ZHAL
TimeXtender|0552.030-00007|G0552.030-00007|4000002851|PS HDB S R-10/195|ZHAL
TimeXtender|0552.030-00014|G0552.030-00014|4000002858|PS HDB S R-10/255|ZHAL
TimeXtender|0552.030-00130|G0552.030-00130|4000002866|PS HDB S R-12/175|ZHAL
TimeXtender|0552.030-00137|G0552.030-00137|4000002873|PS HDB S R-12/245|ZHAL
TimeXtender|0552.030-00147|G0552.030-00147|4000002880|PS HDB S R-12/345|ZHAL
TimeXtender|0552.030-00255|G0552.030-00255|4000002887|PS HDB S R-14/185|ZHAL
TimeXtender|0552.030-00263|G0552.030-00263|4000002894|PS HDB S R-14/265|ZHAL
TimeXtender|0552.030-00271|G0552.030-00271|4000002901|PS HDB S R-14/345|ZHAL
TimeXtender|ISO-OA|EISO-OA|3000020355|ISO-OA|ZHAW
TimeXtender|ISO-QB|EISO-QB|3000020362|ISO-QB|ZHAW
