MaterialGroupID;EClassCode;EClassCategory;EClassCategoryDescription;Category_L1;Category_L2;Category_L3;Category_L4
1APED;35060290;Bldg comp & mfg mats;Long carbon steel open sections and beams (L4);Building components & manufacturing materials;Steel;Long carbon steel;Long carbon steel open sections and beams (L4)
1APEE;35060407;Bldg comp & mfg mats;Steel seamless tubes (L4);Building components & manufacturing materials;Steel;Long carbon steel;Steel seamless tubes (L4)
1APFA;25090200;Bldg comp & mfg mats;Material surface preparation (L3);Building components & manufacturing materials;Steel;Material surface preparation;Material surface preparation (L3)
1APFB;25090103;Bldg comp & mfg mats;Abbrasive blasting (L4);Building components & manufacturing materials;Steel;Material surface preparation;Abbrasive blasting (L4)
1APFC;25090201;Bldg comp & mfg mats;Color coating (L4);Building components & manufacturing materials;Steel;Material surface preparation;Color coating (L4)
1APFD;25090600;Bldg comp & mfg mats;Heat treatment (L4);Building components & manufacturing materials;Steel;Material surface preparation;Heat treatment (L4)
1APFE;25091190;Bldg comp & mfg mats;Lamination (L4);Building components & manufacturing materials;Steel;Material surface preparation;Lamination (L4)
1APFF;25090202;Bldg comp & mfg mats;Metallic coating (L4);Building components & manufacturing materials;Steel;Material surface preparation;Metallic coating (L4)
1APFG;25090207;Bldg comp & mfg mats;Vulcanising / vulcanizing (L4);Building components & manufacturing materials;Steel;Material surface preparation;Vulcanising / vulcanizing (L4)
1APGA;35060900;Bldg comp & mfg mats;Passive reinforcing steel (L3);Building components & manufacturing materials;Steel;Passive reinforcing steel;Passive reinforcing steel (L3)
1APGBA;35060907;Bldg comp & mfg mats;Pre-stressed concrete steel strands and wires (L4);Building components & manufacturing materials;Steel;Passive reinforcing steel;Pre-stressed concrete steel strands and wires (L4)
1APGBB;35060907;Bldg comp & mfg mats;Wire Carbon;Building components & manufacturing materials;Steel;Passive reinforcing steel;Pre-stressed concrete steel strands and wires (L4)
1APGCA;35060904;Bldg comp & mfg mats;Reinforcing steel cold rolled bars and coils (L4);Building components & manufacturing materials;Steel;Passive reinforcing steel;Reinforcing steel cold rolled bars and coils (L4)
1APGCB;35060904;Bldg comp & mfg mats;Rebar;Building components & manufacturing materials;Steel;Passive reinforcing steel;Reinforcing steel cold rolled bars and coils (L4)
1APGD;35060906;Bldg comp & mfg mats;Reinforcing steel customized assemblies (L4);Building components & manufacturing materials;Steel;Passive reinforcing steel;Reinforcing steel customized assemblies (L4)
1APGE;22490207;Bldg comp & mfg mats;Reinforcing steel fibers (L4);Building components & manufacturing materials;Steel;Passive reinforcing steel;Reinforcing steel fibers (L4)
1APGFA;35060903;Bldg comp & mfg mats;Reinforcing steel hot rolled bars and coils (L4);Building components & manufacturing materials;Steel;Passive reinforcing steel;Reinforcing steel hot rolled bars and coils (L4)
1APGFB;35060903;Bldg comp & mfg mats;Rebar;Building components & manufacturing materials;Steel;Passive reinforcing steel;Reinforcing steel hot rolled bars and coils (L4)
1APGG;35060902;Bldg comp & mfg mats;Reinforcing steel meshes (L4);Building components & manufacturing materials;Steel;Passive reinforcing steel;Reinforcing steel meshes (L4)
1APGH;35060905;Bldg comp & mfg mats;Reinforcing steel standard assemblies (L4);Building components & manufacturing materials;Steel;Passive reinforcing steel;Reinforcing steel standard assemblies (L4)
1APHA;35019000;Bldg comp & mfg mats;Stainless steel (L3);Building components & manufacturing materials;Steel;Stainless steel;Stainless steel (L3)
1APHBA;35068004;Bldg comp & mfg mats;Stainless steel, bars & profiles (L4);Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, bars & profiles (L4)
1APHBD;35068004;Bldg comp & mfg mats;Hot Rolled Profiles Stainless;Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, bars & profiles (L4)
1APHBE;35068004;Bldg comp & mfg mats;Cold Rolled Profiles Stainless;Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, bars & profiles (L4)
1APHBF;35068004;Bldg comp & mfg mats;Round Bars Stainless;Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, bars & profiles (L4)
1APHBH;35068004;Bldg comp & mfg mats;Flat Bars Stainless;Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, bars & profiles (L4)
1APHBI;35068004;Bldg comp & mfg mats;Colled Rolled Profiles Stainless;Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, bars & profiles (L4)
1APHCA;35068002;Bldg comp & mfg mats;Stainless steel, blanks and plates (L4);Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, blanks and plates (L4)
1APHCB;35068002;Bldg comp & mfg mats;Sheets Stainless;Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, blanks and plates (L4)
1APHDA;35068001;Bldg comp & mfg mats;Stainless steel, flat coils and strips (L4);Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, flat coils and strips (L4)
1APHDB;35068001;Bldg comp & mfg mats;Slit Strip stainless;Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, flat coils and strips (L4)
1APHE;35068003;Bldg comp & mfg mats;Stainless steel, tubes (L4);Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, tubes (L4)
1APHF;35068005;Bldg comp & mfg mats;Stainless steel, wires (L4);Building components & manufacturing materials;Steel;Stainless steel;Stainless steel, wires (L4)
1AQAA;22290000;Bldg comp & mfg mats;Timber (L2);Building components & manufacturing materials;Timber;Timber (L2);Timber (L2)
1AQBA;22130101;Bldg comp & mfg mats;Mulch product (L3);Building components & manufacturing materials;Timber;Mulch product;Mulch product (L3)
1AQCA;22290100;Bldg comp & mfg mats;Solid wood, construction timber (L3);Building components & manufacturing materials;Timber;Solid wood, construction timber;Solid wood, construction timber (L3)
1AQDA;26020200;Bldg comp & mfg mats;Wood aggregates (L3);Building components & manufacturing materials;Timber;Wood aggregates;Wood aggregates (L3)
1AQEA;22290101;Bldg comp & mfg mats;Wood panels (L3);Building components & manufacturing materials;Timber;Wood panels;Wood panels (L3)
1AQEB;22292600;Bldg comp & mfg mats;OSB / chipboard / MDF / hardboard (L4);Building components & manufacturing materials;Timber;Wood panels;OSB / chipboard / MDF / hardboard (L4)
1AQEC;22290200;Bldg comp & mfg mats;Plywood (L4);Building components & manufacturing materials;Timber;Wood panels;Plywood (L4)
1BAAA;30000000;Chemicals;Chemicals (L1);Chemicals;Chemicals (L1);Chemicals (L1);Chemicals (L1)
1BBAA;22170000;Chemicals;Additives (L2);Chemicals;Additives;Additives (L2);Additives (L2)
1BBBA;22179000;Chemicals;Asphalt additives (L3);Chemicals;Additives;Asphalt additives;Asphalt additives (L3)
1BBBB;22179088;Chemicals;Hot mix asphalt additives, lime (L4);Chemicals;Additives;Asphalt additives;Hot mix asphalt additives, lime (L4)
1BBBC;22179087;Chemicals;Hot mix asphalt fibres / fibers (L4);Chemicals;Additives;Asphalt additives;Hot mix asphalt fibres / fibers (L4)
1BBBD;22179086;Chemicals;Hot mix asphalt performance modifiers (L4);Chemicals;Additives;Asphalt additives;Hot mix asphalt performance modifiers (L4)
1BBBE;22179072;Chemicals;Liquid asphalt additives, 115% PPA polyphosphoric acid (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt additives, 115% PPA polyphosphoric acid (L4)
1BBBF;22179080;Chemicals;Liquid asphalt additives, caustic soda (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt additives, caustic soda (L4)
1BBBG;22179077;Chemicals;Liquid asphalt additives, latex (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt additives, latex (L4)
1BBBH;22179075;Chemicals;Liquid asphalt additives, polymer (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt additives, polymer (L4)
1BBBI;22179073;Chemicals;Liquid asphalt additives, polyphosphoric acid (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt additives, polyphosphoric acid (L4)
1BBBJ;22179076;Chemicals;Liquid asphalt additives, SBR (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt additives, SBR (L4)
1BBBK;22179074;Chemicals;Liquid asphalt additives, SBS (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt additives, SBS (L4)
1BBBL;22179071;Chemicals;Liquid asphalt additives, sulfur / sulphur (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt additives, sulfur / sulphur (L4)
1BBBM;22179068;Chemicals;Liquid asphalt anti-strip agents (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt anti-strip agents (L4)
1BBBN;22179064;Chemicals;Liquid asphalt emulsifiers (L4);Chemicals;Additives;Asphalt additives;Liquid asphalt emulsifiers (L4)
